Registro,Nombre,Referencia de Tramite,Equivalencia Terapéutica o Biosimilar,Titular,Estado del Registro,Resolución Inscríbase,Fecha Inscríbase,Ultima Renovación,Fecha Próxima renovación,Régimen,Vía Administración,Condición de Venta,Expende tipo establecimiento,Indicación,Fecha Próxima Renovación,Procesado,,,,,
F-20889/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-20414/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-15980/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-21406/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-18033/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-19346/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25412/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26304/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26331/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26303/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-5446/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-9780/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-5657/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2101/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2102/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2100/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2401/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-2022/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-936/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2340/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-3056/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-14035/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-14758/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-14888/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22241/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22293/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5824/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2090/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25962/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16674/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27206/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-27210/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25537/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2972/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-21770/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23417/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-23418/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-23416/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-23415/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-20654/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20655/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20656/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20657/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20658/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-21103/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-27398/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28177/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24804/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-13450/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-14542/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22649/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-14543/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18029/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-11441/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11442/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-12163/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25405/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-7109/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25404/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27318/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-24809/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-2360/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-26652/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-28181/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-2713/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-17690/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-18345/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1158/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-28542/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-28541/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-28540/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-22560/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-17670/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-17669/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2951/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2952/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2949/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2950/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2947/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2948/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-12304/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-1904/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25972/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23823/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-14234/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-3702/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26522/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-1780/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-1779/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2902/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23090/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23176/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23598/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26384/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26751/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-23367/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-1858/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-915/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2937/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2644/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2472/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2337/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-2323/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-2958/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2327/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-1043/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-1042/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27091/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25920/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18472/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18474/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18471/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16382/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-13581/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2550/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23827/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22948/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27705/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22039/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22020/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-7195/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23460/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25585/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25587/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2106/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-13779/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-18553/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-15186/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2623/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-26500/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25129/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-9431/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-9430/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25560/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25561/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-24188/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23864/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23870/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28257/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-28258/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25518/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25474/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-1420/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26488/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-10815/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-13670/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-13671/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-777/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-12446/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-20670/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16679/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-21767/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18667/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19188/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-22871/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22175/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25738/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26212/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-15164/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15166/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26213/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25731/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-24665/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-19241/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-12327/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2182/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2183/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2180/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2181/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2559/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2560/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2558/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23499/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25664/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27351/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27914/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20308/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25605/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25908/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25487/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15920/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-16712/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16743/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-612/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2556/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-10592/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26837/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26838/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26839/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-24078/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-489/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2495/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25657/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25658/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-28356/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-19772/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-19773/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26008/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27720/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27032/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-17072/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28305/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-22637/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22890/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2299/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-2928/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2637/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25669/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-28320/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-27939/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27937/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25663/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26761/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26618/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-8714/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2248/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-3057/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-2045/22,,,,,,,,,,,,,,,,FALSE,,,,,
B-2761/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-7616/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7617/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-3343/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-19556/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-18414/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18316/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-14879/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-123/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-12112/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-12113/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25063/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-15646/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-15647/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-6854/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27393/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-7618/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-28161/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-1347/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28557/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24519/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-23219/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22800/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26293/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-15691/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19665/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-12353/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-12352/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-15692/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22799/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23832/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26633/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-17087/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16872/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22891/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7126/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22898/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-8321/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-8323/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22897/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25994/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11152/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-5515/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5513/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5514/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15424/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-3594/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10226/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-14423/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-5516/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-14424/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-5517/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25559/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25932/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23293/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25980/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23184/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24048/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23185/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-28578/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24049/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23749/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22295/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15189/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26670/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-6857/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25725/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27209/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-15181/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22246/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-21809/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25889/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26249/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-20080/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25392/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26234/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-21811/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22251/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27485/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25558/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22101/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27694/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25245/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-28306/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-22321/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25247/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25177/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-22730/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16593/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-23247/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-28200/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-8032/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-8030/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23246/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-18271/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20096/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20345/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-18178/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-21243/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25173/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-8273/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19503/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-19050/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19051/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-20152/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20149/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26867/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-11921/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-11923/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-4332/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-1024/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26270/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16967/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22525/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-21302/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-16801/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26857/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-24065/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-24270/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-24826/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-23723/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-437/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-436/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-20476/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-12065/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-2798/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-27237/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-17006/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-14968/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18074/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18075/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27724/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26865/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26449/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25315/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23707/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-15238/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5518/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-28405/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-5785/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5786/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22823/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22828/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-21469/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-10278/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-21017/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-11458/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-6777/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-12693/22,,,,,,,,,,,,,,,,FALSE,,,,,
N-395/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20065/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20066/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-19197/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-1906/24,,,,,,,,,,,,,,,,FALSE,,,,,
B-1825/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-28601/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-27967/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28597/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-27909/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27017/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-12309/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-27419/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28241/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25555/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15396/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-16809/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22773/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-22930/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-3035/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-23628/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-28360/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24993/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-23493/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-22899/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27709/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27777/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26537/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-26538/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27776/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27710/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22900/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-23492/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-27708/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27762/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25687/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25688/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-27488/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27498/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23344/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-23345/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-25414/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-12369/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-15895/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24913/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24914/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24915/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24912/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-26207/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-12247/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-28145/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-7150/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23194/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-10747/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-13403/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-13404/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27380/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-11948/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-11947/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-27552/23,,,,,,,,,,,,,,,,FALSE,,,,,
H-1107/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-19281/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-20111/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-28448/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-28183/24,,,,,,,,,,,,,,,,FALSE,,,,,
